#{"t_start": 1723435951.2883031, "env_id": "bipedal-v0"}
r,l,t
117.618221,78,9510.102859
120.682128,90,9522.483576
112.340083,77,9533.01697
119.426964,79,9544.103539
114.36063,80,9554.678973
116.605276,77,9565.012731
117.56854,88,9575.690585
124.308,83,9586.382037
132.507078,99,9597.491656
108.772518,72,9609.369878
120.754493,84,9619.532283
2.040382,36,9626.042415
119.264453,91,9637.529474
115.154588,80,9648.488889
120.529826,89,9661.0055
112.81826,85,9672.365423
116.275744,82,9684.592982
8.784876,26,9688.120074
115.26072,81,9700.586535
108.418757,71,9709.168143
104.484761,67,9719.303443
123.04573,87,9731.706211
133.605798,100,9743.87139
128.976638,85,9756.785538
126.825208,91,9767.461112
138.054376,112,9780.546046
118.421256,81,9791.569818
113.473404,84,9802.224717
114.682883,77,9813.689528
113.526507,77,9823.556345
119.185274,80,9834.58287
112.133396,74,9844.411935
9.404458,43,9850.101879
114.214756,83,9859.527132
122.804587,95,9873.802834
122.357992,86,9885.59183
117.019019,78,9897.642644
127.242418,90,9909.503841
121.296158,84,9918.788156
131.440601,98,9933.644161
13.003818,51,9939.994987
110.854292,71,9950.183557
148.623198,111,9962.702901
117.808097,81,9974.273015
120.448596,79,9984.925543
113.256573,74,9995.755512
120.528631,85,10006.524345
117.989275,79,10017.707246
111.882838,78,10028.200155
115.34085,90,10040.184107
114.680665,76,10050.642552
119.728525,82,10063.932255
113.721365,79,10075.105842
121.10938,85,10084.706363
113.383177,76,10094.534802
114.916641,75,10106.468511
117.339938,76,10115.731533
-4.99693,32,10120.529846
143.44678,101,10132.985692
100.346235,70,10141.558087
116.99365,85,10152.761004
119.414874,75,10161.916246
123.23373,85,10170.373607
122.844355,87,10182.275785
108.351036,75,10190.950379
112.019029,79,10201.428302
111.805428,75,10210.686357
173.231162,131,10227.94232
104.329714,94,10240.042109
116.442554,75,10250.433829
124.724143,86,10261.715173
125.455433,85,10272.426535
112.760616,82,10284.708812
123.90888,87,10296.593946
125.211507,84,10307.225659
117.610059,77,10316.628962
118.626748,82,10326.646856
109.949544,72,10333.614223
7.217493,36,10338.415685
